chrom	circRNA_start	circRNA_end	strand	exonCount	exonSizes	exonOffsets	circType	geneName	isoformName	exonIndexOrIntronIndex	FlankingIntrons	CircularJunctionCount_Sample_1	LinearJunctionCount_Sample_1	CircularJunctionCount_Sample_2	LinearJunctionCount_Sample_2	PBI_Sample_1	PBI_Sample_2	deltaPBI(PBI_1-PBI_2)	pValue	FDR
chr17	76260635	76265943	-	2	195,161,	0,5147,	circRNA	Upf2	NM_001108421	16,17	chr17:76250539-76260635|76265943-76277650	2	0	2	0	1.0	1.0	0.0	1.0	1.0
chr5	117098922	117111793	+	3	135,162,129,	0,8493,12742,	circRNA	Patj	NM_080398	15,16,17	chr5:117088099-117098922|117111793-117131015	1	14	0	0	0.125	0.0	0.125	1.0	1.0
chr11	80977208	80981424	-	2	646,135,	0,4081,	circRNA	St6gal1	NM_001113344	5,6	chr11:80967357-80977208|None	1	2	0	0	0.5	0.0	0.5	1.0	1.0
chr7	91520357	91522381	-	4	123,126,207,107,	0,465,1132,1917,	circRNA	Rad21	NM_001025701	7,8,9,10	chr7:91518783-91520357|91522381-91524474	1	340	0	0	0.005847953216374269	0.0	0.005847953216374269	1.0	1.0
chr1	167164010	167171454	+	4	175,142,156,179,	0,2027,5342,7265,	circRNA	LOC102549471	NM_001329890	2,3,4,5	chr1:167159030-167164010|167171454-167173552	1	5	0	0	0.2857142857142857	0.0	0.2857142857142857	1.0	1.0
chrX	62653060	62664861	-	4	62,85,155,76,	0,1005,7937,11725,	circRNA	Pola1	NM_053479	21,22,23,24	chrX:62651694-62653060|62664861-62666130	1	24	0	0	0.07692307692307693	0.0	0.07692307692307693	1.0	1.0
chr5	117052258	117228279	+	28	59,167,195,140,196,129,219,100,92,142,141,89,57,135,162,129,210,123,408,124,175,72,178,111,78,100,197,92,	0,158,4010,6720,8385,12003,19415,21228,23777,25360,30716,34234,35784,46664,55157,59406,78757,82535,86243,95758,104092,108178,109848,112685,117930,122651,158446,175929,	circRNA	Patj	NM_080398	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	chr5:117038704-117052258|117228279-117245506	1	2	0	0	0.5	0.0	0.5	1.0	1.0
chr14	59450227	59476804	-	4	45,85,63,75,	0,2831,23282,26502,	circRNA	Tbc1d19	NM_001106008	7,8,9,10	chr14:59432083-59450227|59476804-59484706	0	0	1	33	0.0	0.05714285714285714	-0.05714285714285714	1.0	1.0
chr7	51465046	51479896	-	2	119,131,	0,14719,	circRNA	Ppp1r12a	NM_053890	22,23	chr7:51453406-51465046|51479896-51514894	1	91	0	0	0.021505376344086023	0.0	0.021505376344086023	1.0	1.0
chr7	123046930	123053172	+	2	318,221,	0,6021,	circRNA	Tef	NM_019194	2,3	chr7:123043741-123046930|123053172-123055219	0	0	1	6	0.0	0.25	-0.25	1.0	1.0
chr18	29503067	29504383	-	3	61,77,158,	0,1000,1158,	circRNA	Apbb3	NM_053957	10,11,12	chr18:29502902-29503067|29504383-29504661	2	7	0	0	0.36363636363636365	0.0	0.36363636363636365	1.0	1.0
chr12	25571165	25583744	+	6	52,85,182,88,174,86,	0,1461,3134,8729,10351,12493,	circRNA	Rcc1l	NM_001108332	5,6,7,8,9,10	chr12:25569619-25571165|25583744-25591431	0	0	1	15	0.0	0.11764705882352941	-0.11764705882352941	1.0	1.0
chr3	46006075	46026196	-	6	66,66,62,93,211,109,	0,1493,6977,7146,10733,20012,	circRNA	Baz2b	NM_001108260	21,22,23,24,25,26	chr3:46004827-46006075|46026196-46026901	1	65	0	0	0.029850746268656716	0.0	0.029850746268656716	1.0	1.0
chr4	99515709	99522328	-	4	96,153,215,205,	0,224,3841,6414,	circRNA	Kdm3a	NM_175764	15,16,17,18	chr4:99515434-99515709|99522328-99525841	0	0	1	58	0.0	0.03333333333333333	-0.03333333333333333	1.0	1.0
chr5	144539228	144547479	-	6	88,139,137,182,121,166,	0,970,1206,1507,4867,8085,	circRNA	Ago4	NM_001106686	12,13,14,15,16,17	chr5:144535102-144539228|144547479-144556753	2	0	13	0	1.0	1.0	0.0	1.0	1.0
chr18	86129051	86189168	+	15	89,118,97,69,189,240,145,155,220,129,111,159,72,190,92,	0,1047,5628,6294,10400,11092,18071,27032,29359,34980,35765,39185,40922,58296,60025,	circRNA	Rttn	NM_001170436	19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	chr18:86124635-86129051|86189168-86195688	1	24	0	0	0.07692307692307693	0.0	0.07692307692307693	1.0	1.0
chr2	113739688	113747247	+	5	191,128,146,106,66,	0,1055,4623,5387,7493,	circRNA	Pld1	NM_030992	2,3,4,5,6	chr2:113696302-113739688|113747247-113756613	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr10	96759544	96894082	+	14	48,78,87,100,119,144,155,130,93,60,80,136,108,183,	0,300,19951,31292,33486,35092,51915,52334,53097,54755,61515,94560,112064,134355,	circRNA	Cep112	NM_001105849	7,8,9,10,11,12,13,14,15,16,17,18,19,20	chr10:96722491-96759544|96894082-96943094	1	45	0	0	0.0425531914893617	0.0	0.0425531914893617	1.0	1.0
chr2	62944034	62950810	+	4	170,125,100,108,	0,3061,4626,6668,	circRNA	Drosha	NM_001107655	16,17,18,19	chr2:62931839-62944034|62950810-62955689	0	0	1	36	0.0	0.05263157894736842	-0.05263157894736842	1.0	1.0
chr5	164825619	164826709	-	2	114,133,	0,957,	circRNA	Clcn6	NM_001106479	13,14	chr5:164825370-164825619|164826709-164827504	0	0	1	31	0.0	0.06060606060606061	-0.06060606060606061	1.0	1.0
chr10	13466506	13479320	-	6	69,76,98,145,138,43,	0,3807,6184,6983,12371,12771,	circRNA	Pdpk1	NM_031081	7,8,9,10,11,12	chr10:13466267-13466506|13479320-13482821	1	26	0	0	0.07142857142857142	0.0	0.07142857142857142	1.0	1.0
chrX	37523956	37552637	+	15	117,82,81,80,107,38,143,71,89,65,103,125,126,90,159,	0,6241,11963,12683,13312,15511,15739,16731,20555,20786,21002,21764,24098,26934,28522,	circRNA	Rps6ka3	NM_001192004	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	chrX:37499444-37523956|37552637-37555056	0	0	1	70	0.0	0.027777777777777776	-0.027777777777777776	1.0	1.0
chr6	2593673	2594152	+	2	135,105,	0,374,	circRNA	Atl2	NM_001100671	3,4	chr6:2584749-2593673|2594152-2597616	0	0	1	167	0.0	0.011834319526627219	-0.011834319526627219	1.0	1.0
chr1	192523788	192539667	+	6	92,63,139,81,108,141,	0,1949,6396,9611,9976,15738,	circRNA	Prkcb	NM_012713	12,13,14,15,16,17	chr1:192508270-192523788|192539667-192568531	1	33	0	0	0.05714285714285714	0.0	0.05714285714285714	1.0	1.0
chr20	34646375	34647163	-	1	788,	0,	circRNA	Cep85l	NM_001177829	11	chr20:34616074-34646375|34647163-34656589	0	0	1	19	0.0	0.09523809523809523	-0.09523809523809523	1.0	1.0
chrX	29584502	29587723	+	3	92,190,131,	0,1866,3090,	circRNA	Ofd1	NM_001106961	12,13,14	chrX:29583216-29584502|29587723-29588323	0	0	1	42	0.0	0.045454545454545456	-0.045454545454545456	1.0	1.0
chr10	64283932	64290560	-	4	142,143,144,79,	0,3141,3735,6549,	circRNA	Vps53	NM_001105813	12,13,14,15	chr10:64272871-64283932|64290560-64302751	1	38	0	0	0.05	0.0	0.05	1.0	1.0
chr1	253147924	253148277	-	1	353,	0,	circRNA	Pank1	NM_001106373	6	chr1:253134791-253147924|253148277-253185333	1	6	1	5	0.25	0.2857142857142857	-0.0357142857142857	1.0	1.0
chr1	218719310	218762503	-	13	87,86,116,65,150,153,130,114,113,66,138,187,233,	0,6234,8424,12462,13874,15397,18015,28693,33109,35816,38896,42023,42960,	circRNA	Ppp6r3	NM_001287134	10,11,12,13,14,15,16,17,18,19,20,21,22	chr1:218715025-218719310|218762503-218810022	0	0	1	209	0.0	0.009478672985781991	-0.009478672985781991	1.0	1.0
chr11	45487964	45497839	-	6	135,208,149,110,127,174,	0,1954,4264,6292,8176,9701,	circRNA	Tomm70	NM_212519	9,10,11,12,13,14	chr11:45484705-45487964|45497839-45510631	11	0	28	0	1.0	1.0	0.0	1.0	1.0
chr2	188269008	188301124	+	3	516,4558,102,	0,12546,32014,	circRNA	Ash1l	NM_001107689	2,3,4	chr2:188253535-188269008|188301124-188308300	1	1	0	0	0.6666666666666666	0.0	0.6666666666666666	1.0	1.0
chr9	61090122	61098837	-	4	76,78,52,47,	0,3434,7515,8668,	circRNA	Pgap1	NM_201990	14,15,16,17	chr9:61085702-61090122|61098837-61101675	0	0	2	67	0.0	0.056338028169014086	-0.056338028169014086	1.0	1.0
chr16	47877662	47891500	+	9	226,170,71,115,100,74,97,134,148,	0,1202,2870,3857,5984,6404,7634,10611,13690,	circRNA	Trappc11	NM_001169115	2,3,4,5,6,7,8,9,10	chr16:47875241-47877662|47891500-47893204	0	0	1	10	0.0	0.16666666666666666	-0.16666666666666666	1.0	1.0
chr16	7745610	7750880	-	3	73,81,41,	0,3642,5229,	circRNA	Hacl1	NM_053493	13,14,15	chr16:7742044-7745610|7750880-7757670	1	18	0	0	0.1	0.0	0.1	1.0	1.0
chr5	145139718	145163897	+	7	139,67,226,172,151,116,276,	0,8577,9844,14596,20675,22392,23903,	circRNA	Zmym6	NM_001108681	2,3,4,5,6,7,8	chr5:145138914-145139718|145163897-145164506	0	0	2	21	0.0	0.16	-0.16	1.0	1.0
chr5	35938667	35979418	+	11	143,96,131,88,82,92,57,148,98,87,154,	0,514,1699,8737,22425,25472,27031,27539,34876,38880,40597,	circRNA	Usp45	NM_001107918	6,7,8,9,10,11,12,13,14,15,16	chr5:35926034-35938667|35979418-35981051	0	0	1	76	0.0	0.02564102564102564	-0.02564102564102564	1.0	1.0
chr4	125734596	125789911	-	8	32,621,183,93,131,58,36,83,	0,27660,29409,37163,39440,42784,51164,55232,	circRNA	Magi1	NM_001030045	11,12,13,14,15,16,17,18	chr4:125725094-125734596|125789911-125801189	2	9	0	0	0.3076923076923077	0.0	0.3076923076923077	1.0	1.0
chr15	28616655	28622466	-	9	117,180,114,303,152,717,209,208,55,	0,476,856,2201,2776,3139,3942,5384,5756,	circRNA	Chd8	NM_022933	2,3,4,5,6,7,8,9,10	chr15:28613932-28616655|28622466-28623165	0	0	1	32	0.0	0.058823529411764705	-0.058823529411764705	1.0	1.0
chr3	150737930	150743698	+	3	121,105,97,	0,649,5671,	circRNA	Itch	NM_001005887	19,20,21	chr3:150735975-150737930|150743698-150746235	0	0	1	347	0.0	0.0057306590257879654	-0.0057306590257879654	1.0	1.0
chrX	33413789	33432469	-	3	97,56,97,	0,3533,18583,	circRNA	Ctps2	NM_001034998	4,5,6	chrX:33402986-33413789|33432469-33462907	0	0	1	36	0.0	0.05263157894736842	-0.05263157894736842	1.0	1.0
chr17	33515857	33633177	+	4	88,110,193,105,	0,2077,116188,117215,	circRNA	Gmds	NM_001039606	3,4,5,6	chr17:33507755-33515857|33633177-33659254	0	0	1	8	0.0	0.2	-0.2	1.0	1.0
chr4	27296530	27303642	-	3	214,2346,177,	0,2417,6935,	circRNA	Akap9	NM_001037093	41,42,43	chr4:27294570-27296530|27303642-27305439	0	0	1	154	0.0	0.01282051282051282	-0.01282051282051282	1.0	1.0
chr13	35658618	35669017	-	2	105,229,	0,10170,	circRNA	Epb41l5	NM_001012023	14,15	chr13:35647537-35658618|35669017-35673365	1	47	0	0	0.04081632653061224	0.0	0.04081632653061224	1.0	1.0
chr5	90880567	90916201	+	4	50,104,138,194,	0,4773,12229,35440,	circRNA	Kdm4c	NM_001106663	5,6,7,8	chr5:90871038-90880567|90916201-90919237	0	0	1	168	0.0	0.011764705882352941	-0.011764705882352941	1.0	1.0
chr12	13353724	13355604	+	4	377,92,127,114,	0,521,1213,1766,	circRNA	Zfp316	NM_001107121	2,3,4,5	chr12:13353375-13353724|13355604-13361972	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr1	245937551	246010590	-	4	75,259,98,125,	0,17489,42958,72914,	circRNA	Rfx3	NM_001012172	12,13,14,15	chr1:245930929-245937551|246010590-246110493	0	0	1	43	0.0	0.044444444444444446	-0.044444444444444446	1.0	1.0
chr11	46631501	46631817	-	1	316,	0,	circRNA	Impg2	NM_139088	8	chr11:46630345-46631501|46631817-46644894	1	404	0	0	0.0049261083743842365	0.0	0.0049261083743842365	1.0	1.0
chr4	60565771	60607223	+	4	190,195,185,110,	0,12502,32097,41342,	circRNA	Exoc4	NM_053875	2,3,4,5	chr4:60549282-60565771|60607223-60640380	1	21	0	0	0.08695652173913043	0.0	0.08695652173913043	1.0	1.0
chr5	144904718	144914400	-	6	180,54,172,116,145,38,	0,962,2871,5603,8587,9644,	circRNA	Zmym4	NM_001107982	9,10,11,12,13,14	chr5:144904319-144904718|144914400-144915072	1	110	0	0	0.017857142857142856	0.0	0.017857142857142856	1.0	1.0
chr17	34766108	34787718	+	10	126,125,66,158,122,62,81,60,62,67,	0,4252,12795,13018,13583,15160,17537,18444,18932,21543,	circRNA	Exoc2	NM_134414	13,14,15,16,17,18,19,20,21,22	chr17:34750789-34766108|34787718-34791406	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr13	106842016	106908700	+	7	94,196,131,196,642,184,164,	0,17693,20186,32478,36360,51729,66520,	circRNA	Ush2a	NM_001302219	8,9,10,11,12,13,14	chr13:106841012-106842016|106908700-106914399	0	0	2	341	0.0	0.011594202898550725	-0.011594202898550725	1.0	1.0
chr13	107198857	107283464	+	12	626,335,123,164,210,203,113,199,169,222,224,205,	0,5217,6475,15276,26062,27633,32329,53146,55541,68872,80194,84402,	circRNA	Ush2a	NM_001302219	40,41,42,43,44,45,46,47,48,49,50,51	chr13:107186584-107198857|107283464-107290521	1	62	0	0	0.03125	0.0	0.03125	1.0	1.0
chr14	108123365	108132241	+	5	63,193,62,82,93,	0,3609,5597,8621,8783,	circRNA	Usp34	NM_001271196	6,7,8,9,10	chr14:108118734-108123360|108132241-108140537	0	0	1	138	0.0	0.014285714285714285	-0.014285714285714285	1.0	1.0
chr19	34085838	34098299	-	7	184,193,107,103,168,237,149,	0,3007,4433,5919,8187,9363,12312,	circRNA	Prmt9	NM_001191599	5,6,7,8,9,10,11	chr19:34081318-34085838|34098299-34105275	1	69	0	0	0.028169014084507043	0.0	0.028169014084507043	1.0	1.0
chr3	21838944	21860492	-	6	124,141,135,159,200,93,	0,5774,11554,13620,20617,21455,	circRNA	Strbp	NM_053416	3,4,5,6,7,8	chr3:21834259-21838944|21860492-21875092	0	0	1	125	0.0	0.015748031496062992	-0.015748031496062992	1.0	1.0
chr2	44557916	44575017	+	4	60,192,108,107,	0,3877,6107,16994,	circRNA	Slc38a9	NM_001035251	7,8,9,10	chr2:44554931-44557916|44575017-44581481	0	0	2	72	0.0	0.05263157894736842	-0.05263157894736842	1.0	1.0
chr5	57043681	57045142	-	2	153,168,	0,1293,	circRNA	Smu1	NM_057195	2,3	chr5:57043002-57043681|57045142-57047986	1	69	0	0	0.028169014084507043	0.0	0.028169014084507043	1.0	1.0
chr19	43203279	43209301	-	9	145,125,151,109,146,145,192,146,189,	0,773,1780,2420,2939,3433,4476,5412,5833,	circRNA	Aars	NM_001100517	11,12,13,14,15,16,17,18,19	chr19:43201823-43203279|43209301-43212218	0	0	1	580	0.0	0.003436426116838488	-0.003436426116838488	1.0	1.0
chr1	184051586	184055555	+	3	138,112,114,	0,2105,3855,	circRNA	Pde3b	NM_017229	9,10,11	chr1:184050538-184051586|184055555-184060974	1	67	0	0	0.028985507246376812	0.0	0.028985507246376812	1.0	1.0
chr19	41761304	41790468	-	6	155,126,191,134,127,163,	0,1858,4820,11576,28863,29001,	circRNA	Phlpp2	NM_001109131	14,15,16,17,18,19	chr19:41758837-41761304|41790468-41798281	1	72	0	0	0.02702702702702703	0.0	0.02702702702702703	1.0	1.0
chr6	12266828	12314757	+	18	69,147,102,165,59,95,53,150,102,89,137,93,128,153,93,243,33,117,	0,2648,4907,7022,7312,8148,12760,13496,16556,16748,20388,23587,26751,29950,32265,40413,45461,47812,	circRNA	Ppp1r21	NM_001271305	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19	chr6:12253967-12266828|12314757-12316705	0	0	1	4	0.0	0.3333333333333333	-0.3333333333333333	1.0	1.0
chr18	29457227	29472476	+	12	146,112,146,143,214,176,163,96,117,169,454,141,	0,287,1062,2600,2973,6649,6994,9407,10654,12721,14237,15108,	circRNA	Ankhd1	NM_001204053	16,17,18,19,20,21,22,23,24,25,26,27	chr18:29450231-29457227|29472476-29474525	0	0	1	59	0.0	0.03278688524590164	-0.03278688524590164	1.0	1.0
chr5	36004962	36007224	+	2	191,138,	0,2124,	circRNA	Pnisr	NM_001025274	6,7	chr5:36003678-36004962|36007224-36011121	2	140	0	0	0.027777777777777776	0.0	0.027777777777777776	1.0	1.0
chr3	113854561	113855407	+	2	142,81,	0,765,	circRNA	Casc4	NM_001271283	5,6	chr3:113851135-113854561|113855407-113860598	1	46	0	0	0.041666666666666664	0.0	0.041666666666666664	1.0	1.0
chr1	188436735	188437895	+	3	102,117,74,	0,333,1086,	circRNA	Ccp110	NM_001108501	12,13,14	chr1:188431929-188436735|188437895-188439363	3	15	0	0	0.2857142857142857	0.0	0.2857142857142857	1.0	1.0
chr4	30999734	31017624	+	4	88,163,100,126,	0,7348,10126,17764,	circRNA	Dync1i1	NM_019234	7,8,9,10	chr4:30892056-30999732|31017624-31055982	1	50	0	0	0.038461538461538464	0.0	0.038461538461538464	1.0	1.0
chr1	218710913	218719397	-	5	122,131,55,98,87,	0,1446,2358,4014,8397,	circRNA	Ppp6r3	NM_001287134	6,7,8,9,10	chr1:218707293-218710913|218719397-218725544	0	0	1	316	0.0	0.006289308176100629	-0.006289308176100629	1.0	1.0
chr3	119278991	119294270	-	19	31,10,7,19,10,3,12,12,20,8,185,127,175,279,129,144,156,229,281,	0,35,46,54,74,85,89,102,115,135,2113,4908,5893,7036,9401,11831,12052,13091,14998,	circRNA	Trpm7	NM_053705	15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	chr3:119277954-119278991|119294270-119295107	0	0	1	4	0.0	0.3333333333333333	-0.3333333333333333	1.0	1.0
chr2	185599194	185632342	+	15	96,122,127,120,147,198,134,109,153,169,80,63,98,93,109,	0,4095,4304,5222,6987,12813,13166,17665,18087,23527,26570,27781,29055,31839,33039,	circRNA	Lrba	NM_001108555	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19	chr2:185592062-185599194|185632342-185632872	0	0	1	161	0.0	0.012269938650306749	-0.012269938650306749	1.0	1.0
chr13	93180520	93233990	-	3	52,107,51,	0,3631,53419,	circRNA	Rgs7	NM_019343	13,14,15	chr13:93159846-93180520|93233990-93307024	0	0	1	154	0.0	0.01282051282051282	-0.01282051282051282	1.0	1.0
chr5	144365423	144415751	-	16	200,102,135,195,91,160,185,134,123,120,148,88,135,137,209,121,	0,1836,3785,4632,7528,9160,15195,17068,17883,19203,20520,20782,25699,47110,48139,50207,	circRNA	Ago3	NM_001271193	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	chr5:144364681-144365423|144415751-144424115	1	2	0	0	0.5	0.0	0.5	1.0	1.0
chr2	21799097	21801366	-	2	130,187,	0,2082,	circRNA	Msh3	NM_001191957	3,4	chr2:21793855-21799097|21801366-21814983	1	4	0	0	0.3333333333333333	0.0	0.3333333333333333	1.0	1.0
chr17	10112272	10124159	+	3	151,79,178,	0,7939,11709,	circRNA	Uimc1	NM_001013884	10,11,12	chr17:10107746-10112272|10124159-10128309	0	0	1	34	0.0	0.05555555555555555	-0.05555555555555555	1.0	1.0
chr4	30851039	30892056	+	4	115,136,60,116,	0,2673,17735,40901,	circRNA	Dync1i1	NM_019234	3,4,5,6	chr4:30841935-30851039|30892056-30999732	0	0	1	88	0.0	0.022222222222222223	-0.022222222222222223	1.0	1.0
chr8	87544150	87548663	+	2	117,120,	0,4393,	circRNA	Senp6	NM_001106842	16,17	chr8:87544069-87544150|87548663-87550296	0	0	2	309	0.0	0.012779552715654952	-0.012779552715654952	1.0	1.0
chr2	165511621	165526322	-	6	124,173,90,172,148,136,	0,10919,11201,12340,14037,14565,	circRNA	Ift80	NM_001013911	2,3,4,5,6,7	chr2:165507400-165511621|165526322-165530498	0	0	1	57	0.0	0.03389830508474576	-0.03389830508474576	1.0	1.0
chr2	128569294	128668115	-	16	193,146,75,72,99,178,92,91,71,66,123,136,56,73,59,68,	0,5326,7894,11161,16089,21117,29800,33639,49779,55311,57071,67212,73485,83919,84480,98753,	circRNA	Sclt1	NM_153740	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	chr2:128563038-128569294|128668115-128675167	0	0	1	256	0.0	0.007751937984496124	-0.007751937984496124	1.0	1.0
chr13	51411390	51423016	+	6	78,123,171,135,97,116,	0,2726,3489,7930,10048,11510,	circRNA	Kdm5b	NM_001107177	2,3,4,5,6,7	chr13:51384765-51411390|51423016-51425197	0	0	1	58	0.0	0.03333333333333333	-0.03333333333333333	1.0	1.0
chrX	159765410	159783819	-	4	123,96,95,71,	0,2096,6499,18338,	circRNA	Arhgef6	NM_001005565	14,15,16,17	chrX:159745878-159765410|159783819-159796452	0	0	1	4	0.0	0.3333333333333333	-0.3333333333333333	1.0	1.0
chr20	55519404	55541027	+	4	225,152,148,210,	0,16603,18398,21413,	circRNA	Ascc3	NM_001277057	37,38,39,40	chr20:55474180-55519404|55541027-55551630	0	0	1	63	0.0	0.03076923076923077	-0.03076923076923077	1.0	1.0
chrX	20121830	20124673	+	4	174,178,445,90,	0,566,870,2753,	circRNA	Fgd1	NM_001037546	2,3,4,5	chrX:20100992-20121830|20124673-20125358	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr8	96051189	96058221	-	7	156,115,81,45,76,157,85,	0,1091,1296,1466,2027,3939,6947,	circRNA	Snx14	NM_001108174	15,16,17,18,19,20,21	chr8:96050225-96051189|96058221-96064706	0	0	1	13	0.0	0.13333333333333333	-0.13333333333333333	1.0	1.0
chr2	78057985	78058775	+	1	790,	0,	ciRNA	Myo10	NM_001107657	31	chr2:78057985-78058775	1	36	0	0	0.05263157894736842	0.0	0.05263157894736842	1.0	1.0
chr8	58043929	58070155	-	15	105,149,103,89,88,156,88,178,177,142,172,96,133,165,172,	0,1573,2393,2587,4904,8718,12844,15319,16673,18438,21928,23541,24324,25417,26054,	circRNA	Atm	NM_001106821	20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	chr8:58042498-58043929|58070155-58073189	0	0	1	56	0.0	0.034482758620689655	-0.034482758620689655	1.0	1.0
chr1	218710913	218725630	-	6	122,131,55,98,87,86,	0,1446,2358,4014,8397,14631,	circRNA	Ppp6r3	NM_001287134	6,7,8,9,10,11	chr1:218707293-218710913|218725630-218727734	1	71	0	0	0.0273972602739726	0.0	0.0273972602739726	1.0	1.0
chr9	44681495	44685970	+	5	126,85,670,218,151,	0,216,1036,3738,4324,	circRNA	Eif5b	NM_001110141	2,3,4,5,6	chr9:44658906-44681495|44685970-44696281	1	0	1	0	1.0	1.0	0.0	1.0	1.0
chr10	74709210	74717875	-	4	61,67,132,129,	0,929,6129,8536,	circRNA	Rad51c	NM_001129777	3,4,5,6	chr10:74702405-74709210|74717880-74721546	0	0	1	10	0.0	0.16666666666666666	-0.16666666666666666	1.0	1.0
chr6	101987022	102002839	+	6	209,78,147,162,78,184,	0,8039,8471,10297,11725,15633,	circRNA	Mpp5	NM_001108034	3,4,5,6,7,8	chr6:101973538-101987022|102002839-102003976	0	0	2	43	0.0	0.0851063829787234	-0.0851063829787234	1.0	1.0
chr15	93764261	93765498	-	2	145,173,	0,1064,	circRNA	Mycbp2	NM_001106055	39,40	chr15:93761833-93764261|93765500-93768507	2	0	0	0	1.0	0.0	1.0	1.0	1.0
chr1	129142520	129149837	+	3	313,152,145,	0,4539,7172,	circRNA	Igf1r	NM_052807	3,4,5	chr1:128978649-129142520|129149837-129159111	0	0	1	85	0.0	0.022988505747126436	-0.022988505747126436	1.0	1.0
chr10	71405116	71408228	-	3	111,44,64,	0,1354,3048,	circRNA	Tada2a	NM_001012141	6,7,8	chr10:71401904-71405116|71408228-71417608	5	62	8	102	0.1388888888888889	0.13559322033898305	0.0032956685499058447	1.0	1.0
chr1	114614486	114618383	+	2	192,154,	0,3743,	circRNA	Herc2	NM_001107520	68,69	chr1:114599418-114614486|114618383-114623567	0	0	1	137	0.0	0.014388489208633094	-0.014388489208633094	1.0	1.0
chr16	7060973	7064535	+	4	150,150,67,134,	0,1104,1668,3428,	circRNA	Nek4	NM_001013134	8,9,10,11	chr16:7057289-7060973|7064535-7067059	0	0	1	50	0.0	0.038461538461538464	-0.038461538461538464	1.0	1.0
chr8	64128535	64145423	-	8	55,128,54,73,112,64,80,52,	0,2305,4944,10753,11849,13185,14778,16836,	circRNA	Bbs4	NM_001106826	8,9,10,11,12,13,14,15	chr8:64127178-64128535|64145423-64154343	1	251	0	0	0.007905138339920948	0.0	0.007905138339920948	1.0	1.0
chr13	78148171	78393465	-	7	42,144,126,75,114,151,94,	0,48276,49878,58616,79224,234056,245200,	circRNA	Rabgap1l	NM_001107190	4,5,6,7,8,9,10	chr13:78089887-78148171|78393465-78443041	1	6	0	0	0.25	0.0	0.25	1.0	1.0
chr17	6813931	6822258	+	5	153,102,64,71,78,	0,3015,5550,7130,8249,	circRNA	Gkap1	NM_001012160	7,8,9,10,11	chr17:6807576-6813931|6822258-6824838	1	4	0	0	0.3333333333333333	0.0	0.3333333333333333	1.0	1.0
chr19	17015534	17024145	-	2	619,78,	0,8533,	circRNA	Fto	NM_001039713	7,8	chr19:16996896-17015534|17024145-17115053	0	0	1	90	0.0	0.021739130434782608	-0.021739130434782608	1.0	1.0
chr11	4286078	4397333	-	5	91,171,138,153,150,	0,14102,38223,40899,111105,	circRNA	Cadm2	NM_001047102	4,5,6,7,8	chr11:4261818-4286078|None	1	47	0	0	0.04081632653061224	0.0	0.04081632653061224	1.0	1.0
chr16	2304819	2310364	+	4	56,123,96,95,	0,1265,1716,5450,	circRNA	Dennd6a	NM_001134467	9,10,11,12	chr16:2303868-2304819|2310364-2313265	1	23	0	0	0.08	0.0	0.08	1.0	1.0
chr17	84872803	84888911	+	3	51,55,110,	0,8812,15998,	circRNA	Mllt10	NM_001012162	3,4,5	chr17:84855784-84872803|84888911-84900261	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr1	275870370	275876427	-	4	114,74,123,135,	0,2687,4532,5922,	circRNA	Gpam	NM_017274	17,18,19,20	chr1:275868195-275870370|275876427-275906560	0	0	1	46	0.0	0.041666666666666664	-0.041666666666666664	1.0	1.0
chr11	27063922	27072257	-	5	174,181,53,231,99,	0,2861,6841,7559,8236,	circRNA	Ltn1	NM_001024235	24,25,26,27,28	chr11:27062609-27063922|27072257-27073501	1	11	0	0	0.15384615384615385	0.0	0.15384615384615385	1.0	1.0
chr12	37433253	37434633	-	4	75,29,30,63,	0,499,797,1317,	circRNA	Gtf2h3	NM_001024236	6,7,8,9	chr12:37431728-37433253|37434633-37438627	0	0	1	12	0.0	0.14285714285714285	-0.14285714285714285	1.0	1.0
chr2	27011565	27025501	+	7	191,177,105,180,154,278,177,	0,2266,4759,5595,6881,7431,13759,	circRNA	Poc5	NM_001025647	6,7,8,9,10,11,12	chr2:27009172-27011565|27025501-27028415	1	32	0	0	0.058823529411764705	0.0	0.058823529411764705	1.0	1.0
chr10	1442235	1460698	-	6	145,61,82,68,80,78,	0,9367,15509,15681,16836,18385,	circRNA	Parn	NM_001270415	19,20,21,22,23,24	chr10:1438192-1442235|1460698-1461104	0	0	1	46	0.0	0.041666666666666664	-0.041666666666666664	1.0	1.0
